filepath,classe
images/14632.jpg,No-Anomaly
images/8302.jpg,Soiling
images/7238.jpg,Cracking
images/10216.jpg,No-Anomaly
images/9196.jpg,Vegetation
images/11735.jpg,No-Anomaly
images/16200.jpg,No-Anomaly
images/7572.jpg,Cracking
images/3513.jpg,Shadowing
images/9497.jpg,Vegetation
images/16532.jpg,No-Anomaly
images/11195.jpg,No-Anomaly
images/5966.jpg,Cell
images/11614.jpg,No-Anomaly
images/10668.jpg,No-Anomaly
images/7274.jpg,Cracking
images/16971.jpg,No-Anomaly
images/6412.jpg,Cell
images/6359.jpg,Cell
images/3055.jpg,Shadowing
images/10373.jpg,No-Anomaly
images/10125.jpg,No-Anomaly
images/6747.jpg,Hot-Spot
images/17552.jpg,No-Anomaly
images/11282.jpg,No-Anomaly
images/14615.jpg,No-Anomaly
images/16249.jpg,No-Anomaly
images/8737.jpg,Vegetation
images/18192.jpg,No-Anomaly
images/2048.jpg,Diode
images/13675.jpg,No-Anomaly
images/2283.jpg,Diode
images/5592.jpg,Cell
images/13058.jpg,No-Anomaly
images/9964.jpg,Vegetation
images/11083.jpg,No-Anomaly
images/1759.jpg,Diode
images/11406.jpg,No-Anomaly
images/6831.jpg,Hot-Spot
images/5499.jpg,Cell
images/2331.jpg,Diode
images/15101.jpg,No-Anomaly
images/5654.jpg,Cell
images/8411.jpg,Vegetation
images/14458.jpg,No-Anomaly
images/12907.jpg,No-Anomaly
images/14265.jpg,No-Anomaly
images/5909.jpg,Cell
images/5637.jpg,Cell
images/3061.jpg,Shadowing
images/9856.jpg,Vegetation
images/6678.jpg,Cell
images/14264.jpg,No-Anomaly
images/12470.jpg,No-Anomaly
images/3805.jpg,Cell-Multi
images/6576.jpg,Cell
images/15903.jpg,No-Anomaly
images/12185.jpg,No-Anomaly
images/11651.jpg,No-Anomaly
images/18868.jpg,No-Anomaly
images/3014.jpg,Shadowing
images/806.jpg,Offline-Module
images/17708.jpg,No-Anomaly
images/17505.jpg,No-Anomaly
images/3119.jpg,Shadowing
images/15783.jpg,No-Anomaly
images/14122.jpg,No-Anomaly
images/7791.jpg,Cracking
images/12967.jpg,No-Anomaly
images/18480.jpg,No-Anomaly
images/18376.jpg,No-Anomaly
images/5729.jpg,Cell
images/12795.jpg,No-Anomaly
images/12033.jpg,No-Anomaly
images/3272.jpg,Shadowing
images/748.jpg,Offline-Module
images/19842.jpg,No-Anomaly
images/16682.jpg,No-Anomaly
images/5236.jpg,Cell
images/12880.jpg,No-Anomaly
images/3253.jpg,Shadowing
images/16781.jpg,No-Anomaly
images/18642.jpg,No-Anomaly
images/96.jpg,Offline-Module
images/3091.jpg,Shadowing
images/13182.jpg,No-Anomaly
images/2083.jpg,Diode
images/3163.jpg,Shadowing
images/13166.jpg,No-Anomaly
images/413.jpg,Offline-Module
images/13930.jpg,No-Anomaly
images/18182.jpg,No-Anomaly
images/5964.jpg,Cell
images/4900.jpg,Cell
images/19207.jpg,No-Anomaly
images/15608.jpg,No-Anomaly
images/17187.jpg,No-Anomaly
images/9718.jpg,Vegetation
images/19706.jpg,No-Anomaly
images/8457.jpg,Vegetation
images/14368.jpg,No-Anomaly
images/19051.jpg,No-Anomaly
images/15717.jpg,No-Anomaly
images/14038.jpg,No-Anomaly
images/1815.jpg,Diode
images/9097.jpg,Vegetation
images/15857.jpg,No-Anomaly
images/5661.jpg,Cell
images/5927.jpg,Cell
images/1281.jpg,Diode
images/1141.jpg,Diode
images/6946.jpg,Hot-Spot
images/13543.jpg,No-Anomaly
images/9414.jpg,Vegetation
images/18627.jpg,No-Anomaly
images/19986.jpg,No-Anomaly
images/10907.jpg,No-Anomaly
images/3376.jpg,Shadowing
images/14916.jpg,No-Anomaly
images/5664.jpg,Cell
images/8653.jpg,Vegetation
images/9288.jpg,Vegetation
images/5970.jpg,Cell
images/16101.jpg,No-Anomaly
images/2453.jpg,Diode
images/14196.jpg,No-Anomaly
images/12057.jpg,No-Anomaly
images/19773.jpg,No-Anomaly
images/2902.jpg,Shadowing
images/6720.jpg,Cell
images/6769.jpg,Hot-Spot
images/19286.jpg,No-Anomaly
images/7294.jpg,Cracking
images/8666.jpg,Vegetation
images/11356.jpg,No-Anomaly
images/4720.jpg,Cell-Multi
images/18409.jpg,No-Anomaly
images/9741.jpg,Vegetation
images/10822.jpg,No-Anomaly
images/1208.jpg,Diode
images/15675.jpg,No-Anomaly
images/12637.jpg,No-Anomaly
images/7115.jpg,Cracking
images/16786.jpg,No-Anomaly
images/3795.jpg,Cell-Multi
images/16186.jpg,No-Anomaly
images/8702.jpg,Vegetation
images/19997.jpg,No-Anomaly
images/2549.jpg,Shadowing
images/2815.jpg,Shadowing
images/9707.jpg,Vegetation
images/9532.jpg,Vegetation
images/12937.jpg,No-Anomaly
images/6002.jpg,Cell
images/7450.jpg,Cracking
images/8901.jpg,Vegetation
images/479.jpg,Offline-Module
images/8800.jpg,Vegetation
images/2146.jpg,Diode
images/9075.jpg,Vegetation
images/14795.jpg,No-Anomaly
images/14991.jpg,No-Anomaly
images/18433.jpg,No-Anomaly
images/12231.jpg,No-Anomaly
images/7697.jpg,Cracking
images/7340.jpg,Cracking
images/6295.jpg,Cell
images/42.jpg,Offline-Module
images/2223.jpg,Diode
images/17456.jpg,No-Anomaly
images/13430.jpg,No-Anomaly
images/1466.jpg,Diode
images/16836.jpg,No-Anomaly
images/8992.jpg,Vegetation
images/1128.jpg,Diode
images/4573.jpg,Cell-Multi
images/10168.jpg,No-Anomaly
images/17483.jpg,No-Anomaly
images/9874.jpg,Vegetation
images/12265.jpg,No-Anomaly
images/6490.jpg,Cell
images/15614.jpg,No-Anomaly
images/1662.jpg,Diode
images/2588.jpg,Shadowing
images/4553.jpg,Cell-Multi
images/9199.jpg,Vegetation
images/15807.jpg,No-Anomaly
images/18558.jpg,No-Anomaly
images/19877.jpg,No-Anomaly
images/6278.jpg,Cell
images/15096.jpg,No-Anomaly
images/7581.jpg,Cracking
images/7580.jpg,Cracking
images/15582.jpg,No-Anomaly
images/218.jpg,Offline-Module
images/18863.jpg,No-Anomaly
images/12141.jpg,No-Anomaly
images/6282.jpg,Cell
images/11159.jpg,No-Anomaly
images/18612.jpg,No-Anomaly
images/10170.jpg,No-Anomaly
images/17936.jpg,No-Anomaly
images/12958.jpg,No-Anomaly
images/12540.jpg,No-Anomaly
images/15814.jpg,No-Anomaly
images/15166.jpg,No-Anomaly
images/15265.jpg,No-Anomaly
images/7724.jpg,Cracking
images/15230.jpg,No-Anomaly
images/7962.jpg,Hot-Spot-Multi
images/3843.jpg,Cell-Multi
images/18528.jpg,No-Anomaly
images/12885.jpg,No-Anomaly
images/16321.jpg,No-Anomaly
images/6574.jpg,Cell
images/6785.jpg,Hot-Spot
images/3524.jpg,Shadowing
images/6852.jpg,Hot-Spot
images/7557.jpg,Cracking
images/6435.jpg,Cell
images/10808.jpg,No-Anomaly
images/13070.jpg,No-Anomaly
images/9876.jpg,Vegetation
images/19089.jpg,No-Anomaly
images/507.jpg,Offline-Module
images/11164.jpg,No-Anomaly
images/8482.jpg,Vegetation
images/11832.jpg,No-Anomaly
images/13389.jpg,No-Anomaly
images/2422.jpg,Diode
images/18360.jpg,No-Anomaly
images/18426.jpg,No-Anomaly
images/16191.jpg,No-Anomaly
images/24.jpg,Offline-Module
images/15812.jpg,No-Anomaly
images/1597.jpg,Diode
images/8563.jpg,Vegetation
images/221.jpg,Offline-Module
images/15203.jpg,No-Anomaly
images/17247.jpg,No-Anomaly
images/8819.jpg,Vegetation
images/5058.jpg,Cell
images/14412.jpg,No-Anomaly
images/3574.jpg,Cell-Multi
images/19784.jpg,No-Anomaly
images/14891.jpg,No-Anomaly
images/18073.jpg,No-Anomaly
images/10027.jpg,No-Anomaly
images/192.jpg,Offline-Module
images/8735.jpg,Vegetation
images/7346.jpg,Cracking
images/9039.jpg,Vegetation
images/12390.jpg,No-Anomaly
images/12555.jpg,No-Anomaly
images/16025.jpg,No-Anomaly
images/16070.jpg,No-Anomaly
images/7134.jpg,Cracking
images/3426.jpg,Shadowing
images/10271.jpg,No-Anomaly
images/2097.jpg,Diode
images/9123.jpg,Vegetation
images/6776.jpg,Hot-Spot
images/7596.jpg,Cracking
images/13664.jpg,No-Anomaly
images/380.jpg,Offline-Module
images/1968.jpg,Diode
images/10006.jpg,No-Anomaly
images/8865.jpg,Vegetation
images/8724.jpg,Vegetation
images/14834.jpg,No-Anomaly
images/17711.jpg,No-Anomaly
images/731.jpg,Offline-Module
images/15825.jpg,No-Anomaly
images/19136.jpg,No-Anomaly
images/18798.jpg,No-Anomaly
images/12773.jpg,No-Anomaly
images/3711.jpg,Cell-Multi
images/10687.jpg,No-Anomaly
images/11194.jpg,No-Anomaly
images/8525.jpg,Vegetation
images/15349.jpg,No-Anomaly
images/4082.jpg,Cell-Multi
images/16312.jpg,No-Anomaly
images/2753.jpg,Shadowing
images/18773.jpg,No-Anomaly
images/10696.jpg,No-Anomaly
images/826.jpg,Offline-Module
images/8322.jpg,Soiling
images/6033.jpg,Cell
images/12778.jpg,No-Anomaly
images/13688.jpg,No-Anomaly
images/9173.jpg,Vegetation
images/15579.jpg,No-Anomaly
images/3894.jpg,Cell-Multi
images/17208.jpg,No-Anomaly
images/16455.jpg,No-Anomaly
images/4066.jpg,Cell-Multi
images/8758.jpg,Vegetation
images/10804.jpg,No-Anomaly
images/9010.jpg,Vegetation
images/11718.jpg,No-Anomaly
images/6512.jpg,Cell
images/19998.jpg,No-Anomaly
images/2830.jpg,Shadowing
images/6333.jpg,Cell
images/14379.jpg,No-Anomaly
images/14705.jpg,No-Anomaly
images/12989.jpg,No-Anomaly
images/6692.jpg,Cell
images/2946.jpg,Shadowing
images/12800.jpg,No-Anomaly
images/9711.jpg,Vegetation
images/12618.jpg,No-Anomaly
images/13653.jpg,No-Anomaly
images/6291.jpg,Cell
images/16663.jpg,No-Anomaly
images/1032.jpg,Diode
images/13573.jpg,No-Anomaly
images/2653.jpg,Shadowing
images/3631.jpg,Cell-Multi
images/5246.jpg,Cell
images/16743.jpg,No-Anomaly
images/19970.jpg,No-Anomaly
images/14959.jpg,No-Anomaly
images/10328.jpg,No-Anomaly
images/17427.jpg,No-Anomaly
images/17189.jpg,No-Anomaly
images/17384.jpg,No-Anomaly
images/10801.jpg,No-Anomaly
images/5845.jpg,Cell
images/1262.jpg,Diode
images/1589.jpg,Diode
images/7573.jpg,Cracking
images/1843.jpg,Diode
images/16608.jpg,No-Anomaly
images/13018.jpg,No-Anomaly
images/9689.jpg,Vegetation
images/10607.jpg,No-Anomaly
images/4976.jpg,Cell
images/15341.jpg,No-Anomaly
images/12603.jpg,No-Anomaly
images/7900.jpg,Cracking
images/7789.jpg,Cracking
images/1111.jpg,Diode
images/5273.jpg,Cell
images/14356.jpg,No-Anomaly
images/2145.jpg,Diode
images/1647.jpg,Diode
images/14713.jpg,No-Anomaly
images/14710.jpg,No-Anomaly
images/16535.jpg,No-Anomaly
images/12820.jpg,No-Anomaly
images/5478.jpg,Cell
images/560.jpg,Offline-Module
images/15824.jpg,No-Anomaly
images/5016.jpg,Cell
images/14503.jpg,No-Anomaly
images/11938.jpg,No-Anomaly
images/8690.jpg,Vegetation
images/5550.jpg,Cell
images/4746.jpg,Cell-Multi
images/1643.jpg,Diode
images/10777.jpg,No-Anomaly
images/1702.jpg,Diode
images/6559.jpg,Cell
images/3675.jpg,Cell-Multi
images/7239.jpg,Cracking
images/16175.jpg,No-Anomaly
images/4081.jpg,Cell-Multi
images/7589.jpg,Cracking
images/15290.jpg,No-Anomaly
images/8913.jpg,Vegetation
images/10462.jpg,No-Anomaly
images/2258.jpg,Diode
images/17054.jpg,No-Anomaly
images/8764.jpg,Vegetation
images/1730.jpg,Diode
images/8484.jpg,Vegetation
images/1242.jpg,Diode
images/852.jpg,Diode-Multi
images/17568.jpg,No-Anomaly
images/9570.jpg,Vegetation
images/3250.jpg,Shadowing
images/313.jpg,Offline-Module
images/2.jpg,Offline-Module
images/13526.jpg,No-Anomaly
images/16778.jpg,No-Anomaly
images/19300.jpg,No-Anomaly
images/6878.jpg,Hot-Spot
images/13047.jpg,No-Anomaly
images/6488.jpg,Cell
images/17033.jpg,No-Anomaly
images/8183.jpg,Soiling
images/16087.jpg,No-Anomaly
images/14286.jpg,No-Anomaly
images/15891.jpg,No-Anomaly
images/854.jpg,Diode-Multi
images/2616.jpg,Shadowing
images/11456.jpg,No-Anomaly
images/12334.jpg,No-Anomaly
images/17952.jpg,No-Anomaly
images/4476.jpg,Cell-Multi
images/585.jpg,Offline-Module
images/3744.jpg,Cell-Multi
images/4801.jpg,Cell-Multi
images/10899.jpg,No-Anomaly
images/15206.jpg,No-Anomaly
images/9715.jpg,Vegetation
images/15539.jpg,No-Anomaly
images/11018.jpg,No-Anomaly
images/12519.jpg,No-Anomaly
images/4116.jpg,Cell-Multi
images/74.jpg,Offline-Module
images/6082.jpg,Cell
images/6597.jpg,Cell
images/6673.jpg,Cell
images/9370.jpg,Vegetation
images/7098.jpg,Cracking
images/18745.jpg,No-Anomaly
images/16626.jpg,No-Anomaly
images/8887.jpg,Vegetation
images/17854.jpg,No-Anomaly
images/2663.jpg,Shadowing
images/13925.jpg,No-Anomaly
images/17143.jpg,No-Anomaly
images/8011.jpg,Hot-Spot-Multi
images/1904.jpg,Diode
images/5541.jpg,Cell
images/14480.jpg,No-Anomaly
images/11217.jpg,No-Anomaly
images/12785.jpg,No-Anomaly
images/19895.jpg,No-Anomaly
images/842.jpg,Diode-Multi
images/2434.jpg,Diode
images/4817.jpg,Cell-Multi
images/3174.jpg,Shadowing
images/13246.jpg,No-Anomaly
images/12894.jpg,No-Anomaly
images/3414.jpg,Shadowing
images/8463.jpg,Vegetation
images/18491.jpg,No-Anomaly
images/17255.jpg,No-Anomaly
images/7835.jpg,Cracking
images/5762.jpg,Cell
images/1098.jpg,Diode
images/15100.jpg,No-Anomaly
images/4980.jpg,Cell
images/3815.jpg,Cell-Multi
images/3305.jpg,Shadowing
images/11757.jpg,No-Anomaly
images/15700.jpg,No-Anomaly
images/11401.jpg,No-Anomaly
images/17145.jpg,No-Anomaly
images/4929.jpg,Cell
images/14162.jpg,No-Anomaly
images/12428.jpg,No-Anomaly
images/5103.jpg,Cell
images/9681.jpg,Vegetation
images/12221.jpg,No-Anomaly
images/17118.jpg,No-Anomaly
images/10765.jpg,No-Anomaly
images/16459.jpg,No-Anomaly
images/10132.jpg,No-Anomaly
images/2174.jpg,Diode
images/8788.jpg,Vegetation
images/11090.jpg,No-Anomaly
images/16332.jpg,No-Anomaly
images/1354.jpg,Diode
images/2728.jpg,Shadowing
images/8461.jpg,Vegetation
images/14422.jpg,No-Anomaly
images/17973.jpg,No-Anomaly
images/1995.jpg,Diode
images/3009.jpg,Shadowing
images/17273.jpg,No-Anomaly
images/14838.jpg,No-Anomaly
images/13114.jpg,No-Anomaly
images/15744.jpg,No-Anomaly
images/1664.jpg,Diode
images/8319.jpg,Soiling
images/10101.jpg,No-Anomaly
images/1907.jpg,Diode
images/11768.jpg,No-Anomaly
images/8249.jpg,Soiling
images/18488.jpg,No-Anomaly
images/19239.jpg,No-Anomaly
images/9528.jpg,Vegetation
images/18782.jpg,No-Anomaly
images/4983.jpg,Cell
images/7194.jpg,Cracking
images/6443.jpg,Cell
images/11197.jpg,No-Anomaly
images/16022.jpg,No-Anomaly
images/17862.jpg,No-Anomaly
images/13936.jpg,No-Anomaly
images/8223.jpg,Soiling
images/15109.jpg,No-Anomaly
images/1107.jpg,Diode
images/9009.jpg,Vegetation
images/7265.jpg,Cracking
images/19467.jpg,No-Anomaly
images/3244.jpg,Shadowing
images/5795.jpg,Cell
images/15712.jpg,No-Anomaly
images/3720.jpg,Cell-Multi
images/7248.jpg,Cracking
images/15713.jpg,No-Anomaly
images/11418.jpg,No-Anomaly
images/2068.jpg,Diode
images/4359.jpg,Cell-Multi
images/19055.jpg,No-Anomaly
images/17910.jpg,No-Anomaly
images/2938.jpg,Shadowing
images/17533.jpg,No-Anomaly
images/4351.jpg,Cell-Multi
images/4906.jpg,Cell
images/9129.jpg,Vegetation
images/703.jpg,Offline-Module
images/17235.jpg,No-Anomaly
images/11349.jpg,No-Anomaly
images/2787.jpg,Shadowing
images/2662.jpg,Shadowing
images/13891.jpg,No-Anomaly
images/15257.jpg,No-Anomaly
images/4510.jpg,Cell-Multi
images/16545.jpg,No-Anomaly
images/9919.jpg,Vegetation
images/7260.jpg,Cracking
images/13795.jpg,No-Anomaly
images/5413.jpg,Cell
images/2384.jpg,Diode
images/2060.jpg,Diode
images/9397.jpg,Vegetation
images/1377.jpg,Diode
images/15718.jpg,No-Anomaly
images/8371.jpg,Vegetation
images/10301.jpg,No-Anomaly
images/17607.jpg,No-Anomaly
images/4337.jpg,Cell-Multi
images/1528.jpg,Diode
images/15754.jpg,No-Anomaly
images/8363.jpg,Vegetation
images/17849.jpg,No-Anomaly
images/5668.jpg,Cell
images/716.jpg,Offline-Module
images/8842.jpg,Vegetation
images/14450.jpg,No-Anomaly
images/15127.jpg,No-Anomaly
images/11370.jpg,No-Anomaly
images/2670.jpg,Shadowing
images/7091.jpg,Cracking
images/15534.jpg,No-Anomaly
images/3632.jpg,Cell-Multi
images/10352.jpg,No-Anomaly
images/5099.jpg,Cell
images/15157.jpg,No-Anomaly
images/5641.jpg,Cell
images/4314.jpg,Cell-Multi
images/1514.jpg,Diode
images/12992.jpg,No-Anomaly
images/14194.jpg,No-Anomaly
images/6007.jpg,Cell
images/11738.jpg,No-Anomaly
images/687.jpg,Offline-Module
images/4139.jpg,Cell-Multi
images/17670.jpg,No-Anomaly
images/5005.jpg,Cell
images/12194.jpg,No-Anomaly
images/15678.jpg,No-Anomaly
images/8727.jpg,Vegetation
images/1786.jpg,Diode
images/15478.jpg,No-Anomaly
images/16548.jpg,No-Anomaly
images/19308.jpg,No-Anomaly
images/9178.jpg,Vegetation
images/15803.jpg,No-Anomaly
images/7147.jpg,Cracking
images/19025.jpg,No-Anomaly
images/3065.jpg,Shadowing
images/14659.jpg,No-Anomaly
images/19004.jpg,No-Anomaly
images/9077.jpg,Vegetation
images/13503.jpg,No-Anomaly
images/7815.jpg,Cracking
images/16065.jpg,No-Anomaly
images/13726.jpg,No-Anomaly
images/6819.jpg,Hot-Spot
images/5354.jpg,Cell
images/5181.jpg,Cell
images/18538.jpg,No-Anomaly
images/2326.jpg,Diode
images/17965.jpg,No-Anomaly
images/2882.jpg,Shadowing
images/14342.jpg,No-Anomaly
images/17681.jpg,No-Anomaly
images/2553.jpg,Shadowing
images/7539.jpg,Cracking
images/6727.jpg,Hot-Spot
images/2184.jpg,Diode
images/14550.jpg,No-Anomaly
images/836.jpg,Diode-Multi
images/11199.jpg,No-Anomaly
images/12685.jpg,No-Anomaly
images/2085.jpg,Diode
images/15216.jpg,No-Anomaly
images/17503.jpg,No-Anomaly
images/12831.jpg,No-Anomaly
images/18190.jpg,No-Anomaly
images/8336.jpg,Soiling
images/18522.jpg,No-Anomaly
images/2392.jpg,Diode
images/8317.jpg,Soiling
images/17748.jpg,No-Anomaly
images/11750.jpg,No-Anomaly
images/18255.jpg,No-Anomaly
images/9622.jpg,Vegetation
images/19809.jpg,No-Anomaly
images/15554.jpg,No-Anomaly
images/13494.jpg,No-Anomaly
images/10243.jpg,No-Anomaly
images/5042.jpg,Cell
images/3406.jpg,Shadowing
images/14178.jpg,No-Anomaly
images/18817.jpg,No-Anomaly
images/8539.jpg,Vegetation
images/15703.jpg,No-Anomaly
images/9071.jpg,Vegetation
images/4197.jpg,Cell-Multi
images/18694.jpg,No-Anomaly
images/19703.jpg,No-Anomaly
images/6997.jpg,Cracking
images/3329.jpg,Shadowing
images/15061.jpg,No-Anomaly
images/14968.jpg,No-Anomaly
images/4661.jpg,Cell-Multi
images/12143.jpg,No-Anomaly
images/19665.jpg,No-Anomaly
images/11273.jpg,No-Anomaly
images/15046.jpg,No-Anomaly
images/16727.jpg,No-Anomaly
images/14301.jpg,No-Anomaly
images/11865.jpg,No-Anomaly
images/5172.jpg,Cell
images/9842.jpg,Vegetation
images/18603.jpg,No-Anomaly
images/16045.jpg,No-Anomaly
images/14681.jpg,No-Anomaly
images/35.jpg,Offline-Module
images/15929.jpg,No-Anomaly
images/463.jpg,Offline-Module
images/18870.jpg,No-Anomaly
images/10830.jpg,No-Anomaly
images/16009.jpg,No-Anomaly
images/13941.jpg,No-Anomaly
images/11276.jpg,No-Anomaly
images/6617.jpg,Cell
images/19061.jpg,No-Anomaly
images/18826.jpg,No-Anomaly
images/11154.jpg,No-Anomaly
images/3341.jpg,Shadowing
images/16013.jpg,No-Anomaly
images/10344.jpg,No-Anomaly
images/16279.jpg,No-Anomaly
images/17660.jpg,No-Anomaly
images/17979.jpg,No-Anomaly
images/16646.jpg,No-Anomaly
images/17103.jpg,No-Anomaly
images/16719.jpg,No-Anomaly
images/19278.jpg,No-Anomaly
images/5671.jpg,Cell
images/10425.jpg,No-Anomaly
images/16701.jpg,No-Anomaly
images/9120.jpg,Vegetation
images/10081.jpg,No-Anomaly
images/13829.jpg,No-Anomaly
images/16424.jpg,No-Anomaly
images/5739.jpg,Cell
images/17642.jpg,No-Anomaly
images/7745.jpg,Cracking
images/1367.jpg,Diode
images/14709.jpg,No-Anomaly
images/17727.jpg,No-Anomaly
images/9131.jpg,Vegetation
images/13572.jpg,No-Anomaly
images/8935.jpg,Vegetation
images/18977.jpg,No-Anomaly
images/2123.jpg,Diode
images/15631.jpg,No-Anomaly
images/16452.jpg,No-Anomaly
images/18016.jpg,No-Anomaly
images/14939.jpg,No-Anomaly
images/3579.jpg,Cell-Multi
images/2344.jpg,Diode
images/12494.jpg,No-Anomaly
images/7170.jpg,Cracking
images/13319.jpg,No-Anomaly
images/6125.jpg,Cell
images/923.jpg,Diode-Multi
images/2876.jpg,Shadowing
images/2750.jpg,Shadowing
images/10954.jpg,No-Anomaly
images/17390.jpg,No-Anomaly
images/15644.jpg,No-Anomaly
images/7345.jpg,Cracking
images/5412.jpg,Cell
images/4849.jpg,Cell
images/16028.jpg,No-Anomaly
images/10434.jpg,No-Anomaly
images/14219.jpg,No-Anomaly
images/9276.jpg,Vegetation
images/14729.jpg,No-Anomaly
images/3432.jpg,Shadowing
images/16304.jpg,No-Anomaly
images/11019.jpg,No-Anomaly
images/11097.jpg,No-Anomaly
images/12445.jpg,No-Anomaly
images/11603.jpg,No-Anomaly
images/13370.jpg,No-Anomaly
images/8537.jpg,Vegetation
images/10316.jpg,No-Anomaly
images/10331.jpg,No-Anomaly
images/17127.jpg,No-Anomaly
images/8468.jpg,Vegetation
images/8979.jpg,Vegetation
images/1165.jpg,Diode
images/15503.jpg,No-Anomaly
images/4865.jpg,Cell
images/17263.jpg,No-Anomaly
images/19686.jpg,No-Anomaly
images/11591.jpg,No-Anomaly
images/7811.jpg,Cracking
images/8554.jpg,Vegetation
images/6941.jpg,Hot-Spot
images/13973.jpg,No-Anomaly
images/8417.jpg,Vegetation
images/5488.jpg,Cell
images/16497.jpg,No-Anomaly
images/1749.jpg,Diode
images/11909.jpg,No-Anomaly
images/6044.jpg,Cell
images/14232.jpg,No-Anomaly
images/19825.jpg,No-Anomaly
images/14475.jpg,No-Anomaly
images/180.jpg,Offline-Module
images/9114.jpg,Vegetation
images/4787.jpg,Cell-Multi
images/3035.jpg,Shadowing
images/8266.jpg,Soiling
images/5262.jpg,Cell
images/17843.jpg,No-Anomaly
images/15254.jpg,No-Anomaly
images/13071.jpg,No-Anomaly
images/2931.jpg,Shadowing
images/7783.jpg,Cracking
images/18756.jpg,No-Anomaly
images/6729.jpg,Hot-Spot
images/15350.jpg,No-Anomaly
images/13049.jpg,No-Anomaly
images/15606.jpg,No-Anomaly
images/7551.jpg,Cracking
images/10122.jpg,No-Anomaly
images/14133.jpg,No-Anomaly
images/12572.jpg,No-Anomaly
images/5239.jpg,Cell
images/14047.jpg,No-Anomaly
images/19931.jpg,No-Anomaly
images/2754.jpg,Shadowing
images/11673.jpg,No-Anomaly
images/1867.jpg,Diode
images/8804.jpg,Vegetation
images/9024.jpg,Vegetation
images/5877.jpg,Cell
images/3697.jpg,Cell-Multi
images/15447.jpg,No-Anomaly
images/16494.jpg,No-Anomaly
images/10704.jpg,No-Anomaly
images/5022.jpg,Cell
images/15001.jpg,No-Anomaly
images/9229.jpg,Vegetation
images/17034.jpg,No-Anomaly
images/9793.jpg,Vegetation
images/12665.jpg,No-Anomaly
images/18928.jpg,No-Anomaly
images/11774.jpg,No-Anomaly
images/18635.jpg,No-Anomaly
images/2802.jpg,Shadowing
images/10024.jpg,No-Anomaly
images/10989.jpg,No-Anomaly
images/14664.jpg,No-Anomaly
images/4522.jpg,Cell-Multi
images/6981.jpg,Cracking
images/7457.jpg,Cracking
images/4511.jpg,Cell-Multi
images/1416.jpg,Diode
images/6131.jpg,Cell
images/8532.jpg,Vegetation
images/7671.jpg,Cracking
images/7169.jpg,Cracking
images/9984.jpg,Vegetation
images/1027.jpg,Diode
images/4597.jpg,Cell-Multi
images/12244.jpg,No-Anomaly
images/4280.jpg,Cell-Multi
images/12814.jpg,No-Anomaly
images/12891.jpg,No-Anomaly
images/18780.jpg,No-Anomaly
images/10774.jpg,No-Anomaly
images/10050.jpg,No-Anomaly
images/881.jpg,Diode-Multi
images/2442.jpg,Diode
images/14134.jpg,No-Anomaly
images/6178.jpg,Cell
images/10916.jpg,No-Anomaly
images/17919.jpg,No-Anomaly
images/641.jpg,Offline-Module
images/10151.jpg,No-Anomaly
images/13780.jpg,No-Anomaly
images/16415.jpg,No-Anomaly
images/19064.jpg,No-Anomaly
images/990.jpg,Diode-Multi
images/2113.jpg,Diode
images/6138.jpg,Cell
images/8000.jpg,Hot-Spot-Multi
images/5318.jpg,Cell
images/5040.jpg,Cell
images/14300.jpg,No-Anomaly
images/11857.jpg,No-Anomaly
images/9620.jpg,Vegetation
images/19642.jpg,No-Anomaly
images/19133.jpg,No-Anomaly
images/4698.jpg,Cell-Multi
images/9226.jpg,Vegetation
images/3044.jpg,Shadowing
images/6705.jpg,Cell
images/3193.jpg,Shadowing
images/9133.jpg,Vegetation
images/7381.jpg,Cracking
images/16328.jpg,No-Anomaly
images/2928.jpg,Shadowing
images/364.jpg,Offline-Module
images/18791.jpg,No-Anomaly
images/16254.jpg,No-Anomaly
images/16419.jpg,No-Anomaly
images/19373.jpg,No-Anomaly
images/16567.jpg,No-Anomaly
images/2680.jpg,Shadowing
images/5613.jpg,Cell
images/1644.jpg,Diode
images/14965.jpg,No-Anomaly
images/4209.jpg,Cell-Multi
images/6419.jpg,Cell
images/5725.jpg,Cell
images/8290.jpg,Soiling
images/11751.jpg,No-Anomaly
images/19358.jpg,No-Anomaly
images/8907.jpg,Vegetation
images/13825.jpg,No-Anomaly
images/12368.jpg,No-Anomaly
images/7953.jpg,Hot-Spot-Multi
images/14970.jpg,No-Anomaly
images/11903.jpg,No-Anomaly
images/5787.jpg,Cell
images/5867.jpg,Cell
images/8617.jpg,Vegetation
images/6091.jpg,Cell
images/14660.jpg,No-Anomaly
images/11588.jpg,No-Anomaly
images/6331.jpg,Cell
images/3050.jpg,Shadowing
images/15668.jpg,No-Anomaly
images/1829.jpg,Diode
images/14308.jpg,No-Anomaly
images/3139.jpg,Shadowing
images/9315.jpg,Vegetation
images/8578.jpg,Vegetation
images/7912.jpg,Hot-Spot-Multi
images/17039.jpg,No-Anomaly
images/5690.jpg,Cell
images/12912.jpg,No-Anomaly
images/14872.jpg,No-Anomaly
images/8549.jpg,Vegetation
images/11043.jpg,No-Anomaly
images/9443.jpg,Vegetation
images/6867.jpg,Hot-Spot
images/4707.jpg,Cell-Multi
images/12553.jpg,No-Anomaly
images/5884.jpg,Cell
